,0,17
,7,35
RINA ROCKS,3,10
RINA ROCKS ,4,18
RINA IS DA BOMB DOT COM,1,4
,8,47
,11,59
,7,46
,11,70
,11,72
ASSFACE,5,41
KEN THE MAN GARBER,17,113
KEN,6,42
 ,1,8
,1,7
 ,0,3
,5,26
,6,37
KEN,15,109
KEN,2,23
